 11  0.498518755406000E+06   82.741894  5.994234  4.693519  0.7200000E+00  0.2659559E+00  2.2831524E-03  2.7707463E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  1.712E-27  0.7436  4.693519   -5.310  0.294715  7.638941  0.6397092E+00  0.3465651E+00  7.1332115E-05  1.9591795E-05  7.8208802E-03  5.0798931E-04  9.4623358E-07  1.4544239E-09  1.8586153E-03  2.0394948E-06  2.996E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.315330  0.0000000E+00  0.0000000000E+00
 12  0.544072556182813E+06   82.517421  5.995645  4.692194  0.7200000E+00  0.2659559E+00  2.2831524E-03  2.7707477E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  4.296E-27  0.7398  4.692194   -5.304  0.295378  7.639245  0.6319109E+00  0.3543726E+00  7.2007654E-05  1.9777886E-05  7.8860439E-03  4.3251988E-04  8.0363355E-07  1.2377277E-09  1.8571835E-03  2.0754658E-06  3.018E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.317216  0.0000000E+00  0.0000000000E+00
 13  0.588798106036414E+06   82.293886  5.997186  4.690791  0.7200000E+00  0.2659559E+00  2.2831524E-03  2.7707506E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  1.409E-26  0.7367  4.690791   -5.298  0.296244  7.639604  0.6241722E+00  0.3621187E+00  7.2570309E-05  1.9933001E-05  7.9377741E-03  3.7256441E-04  6.9035843E-07  1.0655790E-09  1.8557725E-03  2.1155009E-06  3.025E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.319208  0.0000000E+00  0.0000000000E+00
 14  0.633192355520728E+06   82.068851  5.998609  4.689421  0.7200000E+00  0.2659559E+00  2.2831524E-03  2.7707538E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  2.414E-26  0.7331  4.689421   -5.292  0.297184  7.639991  0.6164125E+00  0.3698842E+00  7.3075006E-05  2.0072483E-05  7.9793880E-03  3.2424676E-04  5.9856949E-07  9.2672443E-10  1.8543654E-03  2.1577449E-06  3.019E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.321135  0.0000000E+00  0.0000000000E+00
 15  0.676535885883851E+06   81.846055  6.000018  4.688048  0.7200000E+00  0.2659559E+00  2.2831523E-03  2.7707597E-05  6.5875804E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  7.118E-26  0.7297  4.688048   -5.286  0.298215  7.640403  0.6087612E+00  0.3775402E+00  7.3506614E-05  2.0191942E-05  8.0124138E-03  2.8584879E-04  5.2557738E-07  8.1626796E-10  1.8529834E-03  2.1992490E-06  3.003E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.323055  0.0000000E+00  0.0000000000E+00
 16  0.719559628565522E+06   81.621807  6.001420  4.686607  0.7200000E+00  0.2659559E+00  2.2831522E-03  2.7707676E-05  6.5875804E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  1.442E-25  0.7264  4.686607   -5.280  0.299344  7.640845  0.6010884E+00  0.3852167E+00  7.3857937E-05  2.0289092E-05  8.0391730E-03  2.5473355E-04  4.6701052E-07  7.2706977E-10  1.8516016E-03  2.2390886E-06  2.978E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.324990  0.0000000E+00  0.0000000000E+00
 17  0.763054197110501E+06   81.391873  6.002983  4.685044  0.7200000E+00  0.2659559E+00  2.2831521E-03  2.7707777E-05  6.5875805E-04  5.7184752E-03  2.2656013E-06  1.2899740E-05  1.8768898E-03  1.5180834E-04  2.740E-25  0.7235  4.685044   -5.274  0.300617  7.641323  0.5932531E+00  0.3930551E+00  7.4201904E-05  2.0384505E-05  8.0611721E-03  2.2906130E-04  4.1822065E-07  6.5328785E-10  1.8501938E-03  2.2795019E-06  2.946E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.327083  0.0000000E+00  0.0000000000E+00
 18  0.805519118198546E+06   81.164169  6.004420  4.683515  0.7200000E+00  0.2659559E+00  2.2831520E-03  2.7707969E-05  6.5875806E-04  5.7184752E-03  2.2656013E-06  1.2899740E-05  1.8768898E-03  1.5180834E-04  8.088E-25  0.7203  4.683515   -5.268  0.301896  7.641807  0.5855226E+00  0.4007879E+00  7.4506645E-05  2.0469185E-05  8.0786591E-03  2.0860211E-04  3.7926566E-07  5.9442911E-10  1.8488069E-03  2.3181498E-06  2.907E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.329088  0.0000000E+00  0.0000000000E+00
 19  0.846891073868729E+06   80.939219  6.005831  4.681992  0.7200000E+00  0.2659559E+00  2.2831518E-03  2.7708179E-05  6.5875807E-04  5.7184752E-03  2.2656013E-06  1.2899740E-05  1.8768898E-03  1.5180834E-04  1.371E-24  0.7172  4.681992   -5.262  0.303221  7.642301  0.5779151E+00  0.4083972E+00  7.4752058E-05  2.0537321E-05  8.0926093E-03  1.9227672E-04  3.4848005E-07  5.4759507E-10  1.8474434E-03  2.3539754E-06  2.864E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.331077  0.0000000E+00  0.0000000000E+00
 20  0.888724485967543E+06   80.708568  6.007273  4.680389  0.7200000E+00  0.2659559E+00  2.2831515E-03  2.7708451E-05  6.5875808E-04  5.7184752E-03  2.2656013E-06  1.2899740E-05  1.8768898E-03  1.5180834E-04  2.442E-24  0.7141  4.680389   -5.256  0.304617  7.642816  0.5701482E+00  0.4161656E+00  7.5008803E-05  2.0608841E-05  8.1040975E-03  1.7874132E-04  3.2258294E-07  5.0864835E-10  1.8460523E-03  2.3902198E-06  2.816E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.333126  0.0000000E+00  0.0000000000E+00
 21  0.930265589287259E+06   80.476285  6.008722  4.678748  0.7200000E+00  0.2659559E+00  2.2831512E-03  2.7708837E-05  6.5875810E-04  5.7184752E-03  2.2656014E-06  1.2899740E-05  1.8768898E-03  1.5180834E-04  4.551E-24  0.7111  4.678748   -5.250  0.306080  7.643349  0.5623586E+00  0.4239564E+00  7.5247542E-05  2.0675416E-05  8.1133909E-03  1.6773977E-04  3.0146618E-07  4.7698602E-10  1.8446574E-03  2.4254000E-06  2.765E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.335205  0.0000000E+00  0.0000000000E+00
 22  0.970744062677346E+06   80.246759  6.010158  4.677090  0.7200000E+00  0.2659559E+00  2.2831507E-03  2.7709381E-05  6.5875813E-04  5.7184752E-03  2.2656014E-06  1.2899739E-05  1.8768898E-03  1.5180834E-04  9.663E-24  0.7082  4.677090   -5.244  0.307565  7.643885  0.5546893E+00  0.4316266E+00  7.5473110E-05  2.0738644E-05  8.1207728E-03  1.5894091E-04  2.8431446E-07  4.5142615E-10  1.8432840E-03  2.4590617E-06  2.712E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.337277  0.0000000E+00  0.0000000000E+00
 23  0.101088722989217E+07   80.015964  6.011603  4.675387  0.7200000E+00  0.2659559E+00  2.2831501E-03  2.7710055E-05  6.5875817E-04  5.7184752E-03  2.2656014E-06  1.2899739E-05  1.8768898E-03  1.5180834E-04  1.747E-23  0.7053  4.675387   -5.238  0.309111  7.644437  0.5470077E+00  0.4393089E+00  7.5653204E-05  2.0788604E-05  8.1267984E-03  1.5176562E-04  2.7073443E-07  4.3099122E-10  1.8419080E-03  2.4908600E-06  2.656E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.339377  0.0000000E+00  0.0000000000E+00
 24  0.105076792255213E+07   79.783481  6.013057  4.673621  0.7200000E+00  0.2659559E+00  2.2831492E-03  2.7711029E-05  6.5875822E-04  5.7184752E-03  2.2656014E-06  1.2899738E-05  1.8768898E-03  1.5180834E-04  3.681E-23  0.7025  4.673621   -5.232  0.310667  7.645000  0.5393013E+00  0.4470158E+00  7.5857150E-05  2.0845641E-05  8.1316454E-03  1.4589495E-04  2.5917355E-07  4.1402196E-10  1.8405269E-03  2.5230284E-06  2.599E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.341508  0.0000000E+00  0.0000000000E+00
 25  0.109037973319014E+07   79.549355  6.014522  4.671805  0.7200000E+00  0.2659559E+00  2.2831481E-03  2.7712244E-05  6.5875828E-04  5.7184752E-03  2.2656015E-06  1.2899738E-05  1.8768898E-03  1.5180834E-04  7.059E-23  0.6997  4.671805   -5.226  0.312289  7.645569  0.5315710E+00  0.4547465E+00  7.6055472E-05  2.0901158E-05  8.1355664E-03  1.4109009E-04  2.4957048E-07  4.0008348E-10  1.8391407E-03  2.5546203E-06  2.541E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.343670  0.0000000E+00  0.0000000000E+00
 26  0.112972405137739E+07   79.313566  6.016000  4.669871  0.7200000E+00  0.2659559E+00  2.2831466E-03  2.7713870E-05  6.5875836E-04  5.7184752E-03  2.2656015E-06  1.2899737E-05  1.8768898E-03  1.5180834E-04  1.359E-22  0.6970  4.669871   -5.220  0.313850  7.646115  0.5238159E+00  0.4625020E+00  7.6514582E-05  2.1030062E-05  8.1383460E-03  1.3715196E-04  2.3981714E-07  3.8847386E-10  1.8377489E-03  2.5859220E-06  2.482E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.345866  0.0000000E+00  0.0000000000E+00
 27  0.116867492638276E+07   79.076880  6.017488  4.667923  0.7200000E+00  0.2659559E+00  2.2831447E-03  2.7715940E-05  6.5875847E-04  5.7184752E-03  2.2656016E-06  1.2899735E-05  1.8768898E-03  1.5180834E-04  2.630E-22  0.6943  4.667923   -5.214  0.315672  7.646744  0.5160587E+00  0.4702593E+00  7.6411755E-05  2.1000889E-05  8.1413214E-03  1.3392884E-04  2.3510490E-07  3.7929807E-10  1.8363556E-03  2.6154859E-06  2.422E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.348092  0.0000000E+00  0.0000000000E+00
 28  0.120662206730146E+07   78.843134  6.018957  4.665932  0.7200000E+00  0.2659559E+00  2.2831423E-03  2.7718595E-05  6.5875861E-04  5.7184752E-03  2.2656018E-06  1.2899734E-05  1.8768898E-03  1.5180834E-04  4.863E-22  0.6917  4.665932   -5.208  0.317400  7.647336  0.5084274E+00  0.4778908E+00  7.6595877E-05  2.1052485E-05  8.1433383E-03  1.3132015E-04  2.2957598E-07  3.7166810E-10  1.8349836E-03  2.6455259E-06  2.364E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.350308  0.0000000E+00  0.0000000000E+00
 29  0.124498321107815E+07   78.603620  6.020461  4.663820  0.7200000E+00  0.2659559E+00  2.2831393E-03  2.7721979E-05  6.5875879E-04  5.7184752E-03  2.2656019E-06  1.2899731E-05  1.8768898E-03  1.5180834E-04  9.259E-22  0.6890  4.663820   -5.202  0.319202  7.647949  0.5006382E+00  0.4856800E+00  7.6781263E-05  2.1104458E-05  8.1449921E-03  1.2912349E-04  2.2478930E-07  3.6521208E-10  1.8335817E-03  2.6760520E-06  2.304E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.352594  0.0000000E+00  0.0000000000E+00
 30  0.128235874116464E+07   78.367088  6.021949  4.661629  0.7200000E+00  0.2659559E+00  2.2831354E-03  2.7726299E-05  6.5875901E-04  5.7184752E-03  2.2656021E-06  1.2899728E-05  1.8768898E-03  1.5180834E-04  1.717E-21  0.6865  4.661629   -5.196  0.321012  7.648560  0.4929700E+00  0.4933482E+00  7.6967045E-05  2.1156796E-05  8.1462892E-03  1.2733286E-04  2.2064408E-07  3.5977122E-10  1.8322001E-03  2.7061534E-06  2.246E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.354872  0.0000000E+00  0.0000000000E+00
 31  0.132013820007953E+07   78.124776  6.023467  4.659325  0.7200000E+00  0.2659559E+00  2.2831307E-03  2.7731505E-05  6.5875928E-04  5.7184752E-03  2.2656024E-06  1.2899725E-05  1.8768898E-03  1.5180834E-04  3.036E-21  0.6839  4.659325   -5.190  0.322839  7.649174  0.4851429E+00  0.5011753E+00  7.7249829E-05  2.1239000E-05  8.1472051E-03  1.2581212E-04  2.1633719E-07  3.5479713E-10  1.8307881E-03  2.7369538E-06  2.187E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.357219  0.0000000E+00  0.0000000000E+00
 32  0.135683471567424E+07   77.886277  6.024968  4.657025  0.7200000E+00  0.2659559E+00  2.2831244E-03  2.7738547E-05  6.5875965E-04  5.7184752E-03  2.2656028E-06  1.2899720E-05  1.8768898E-03  1.5180834E-04  5.967E-21  0.6813  4.657025   -5.184  0.324790  7.649825  0.4774634E+00  0.5088548E+00  7.7303328E-05  2.1250824E-05  8.1482237E-03  1.2456402E-04  2.1429935E-07  3.5167130E-10  1.8294010E-03  2.7660969E-06  2.130E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.359553  0.0000000E+00  0.0000000000E+00
 33  0.139327939243643E+07   77.646326  6.026479  4.654590  0.7200000E+00  0.2659559E+00  2.2831177E-03  2.7746016E-05  6.5876003E-04  5.7184752E-03  2.2656032E-06  1.2899715E-05  1.8768898E-03  1.5180834E-04  8.989E-21  0.6789  4.654590   -5.179  0.326716  7.650463  0.4697639E+00  0.5165542E+00  7.7486987E-05  2.1302340E-05  8.1488811E-03  1.2350706E-04  2.1157802E-07  3.4846451E-10  1.8280085E-03  2.7967450E-06  2.074E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.361921  0.0000000E+00  0.0000000000E+00
 34  0.142941660996111E+07   77.405338  6.027909  4.652173  0.7199999E+00  0.2659559E+00  2.2831072E-03  2.7757784E-05  6.5876064E-04  5.7184752E-03  2.2656039E-06  1.2899706E-05  1.8768898E-03  1.5180834E-04  2.045E-20  0.6769  4.652173   -5.173  0.328656  7.651109  0.4620565E+00  0.5242616E+00  7.7670456E-05  2.1353803E-05  8.1494016E-03  1.2260670E-04  2.0914800E-07  3.4570918E-10  1.8266127E-03  2.8277589E-06  2.018E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.364246  0.0000000E+00  0.0000000000E+00
 35  0.146524887296533E+07   77.163334  6.029340  4.649701  0.7199999E+00  0.2659559E+00  2.2830963E-03  2.7770073E-05  6.5876128E-04  5.7184752E-03  2.2656046E-06  1.2899698E-05  1.8768898E-03  1.5180834E-04  3.205E-20  0.6737  4.649701   -5.168  0.330600  7.651761  0.4543313E+00  0.5319866E+00  7.7854348E-05  2.1405414E-05  8.1498118E-03  1.2183125E-04  2.0695190E-07  3.4331285E-10  1.8252117E-03  2.8594745E-06  1.964E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.366594  0.0000000E+00  0.0000000000E+00
 36  0.150077866681777E+07   76.920372  6.030893  4.647053  0.7199999E+00  0.2659559E+00  2.2830810E-03  2.7787227E-05  6.5876217E-04  5.7184752E-03  2.2656057E-06  1.2899685E-05  1.8768898E-03  1.5180834E-04  6.797E-20  0.6714  4.647053   -5.163  0.332657  7.652432  0.4465931E+00  0.5397247E+00  7.8042365E-05  2.1458231E-05  8.1501275E-03  1.2115679E-04  2.0489145E-07  3.4114577E-10  1.8238063E-03  2.8919190E-06  1.911E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.369069  0.0000000E+00  0.0000000000E+00
 37  0.153600845767514E+07   76.676536  6.032462  4.644263  0.7199999E+00  0.2659559E+00  2.2830635E-03  2.7806910E-05  6.5876320E-04  5.7184752E-03  2.2656069E-06  1.2899670E-05  1.8768898E-03  1.5180834E-04  1.133E-19  0.6690  4.644263   -5.157  0.334721  7.653102  0.4388486E+00  0.5474691E+00  7.8291298E-05  2.1530539E-05  8.1502800E-03  1.2056400E-04  2.0251258E-07  3.3883903E-10  1.8223977E-03  2.9250224E-06  1.858E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.371583  0.0000000E+00  0.0000000000E+00
 38  0.157063276890154E+07   76.434059  6.034020  4.641419  0.7199999E+00  0.2659559E+00  2.2830424E-03  2.7830759E-05  6.5876444E-04  5.7184752E-03  2.2656085E-06  1.2899652E-05  1.8768898E-03  1.5180834E-04  2.138E-19  0.6669  4.641419   -5.152  0.336800  7.653774  0.4311621E+00  0.5551555E+00  7.8647190E-05  2.1625636E-05  8.1502220E-03  1.2004085E-04  2.0032700E-07  3.3798839E-10  1.8209974E-03  2.9578402E-06  1.807E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.374101  0.0000000E+00  0.0000000000E+00
 39  0.160548973360259E+07   76.187153  6.035574  4.638484  0.7199999E+00  0.2659559E+00  2.2830151E-03  2.7861682E-05  6.5876605E-04  5.7184752E-03  2.2656107E-06  1.2899629E-05  1.8768898E-03  1.5180834E-04  3.904E-19  0.6647  4.638484   -5.147  0.339074  7.654508  0.4233537E+00  0.5629637E+00  7.8584881E-05  2.1610228E-05  8.1507304E-03  1.1956245E-04  1.9979887E-07  3.3614486E-10  1.8195727E-03  2.9917960E-06  1.757E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.376659  0.0000000E+00  0.0000000000E+00
 40  0.163911069250584E+07   75.946327  6.036977  4.635653  0.7199999E+00  0.2659559E+00  2.2829872E-03  2.7893255E-05  6.5876769E-04  5.7184752E-03  2.2656130E-06  1.2899604E-05  1.8768898E-03  1.5180833E-04  5.853E-19  0.6619  4.635653   -5.143  0.341153  7.655195  0.4157391E+00  0.5705782E+00  7.8775656E-05  2.1663764E-05  8.1508244E-03  1.1913632E-04  1.9823594E-07  3.3474973E-10  1.8181811E-03  3.0264566E-06  1.709E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.379076  0.0000000E+00  0.0000000000E+00
 41  0.167311975230282E+07   75.700121  6.038611  4.632446  0.7199999E+00  0.2659559E+00  2.2829463E-03  2.7939702E-05  6.5877011E-04  5.7184752E-03  2.2656165E-06  1.2899567E-05  1.8768898E-03  1.5180833E-04  1.189E-18  0.6598  4.632446   -5.138  0.343441  7.655925  0.4079599E+00  0.5783573E+00  7.8972637E-05  2.1718965E-05  8.1508891E-03  1.1873331E-04  1.9671581E-07  3.3343020E-10  1.8167570E-03  3.0629867E-06  1.661E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.381743  0.0000000E+00  0.0000000000E+00
 42  0.170684183760390E+07   75.453513  6.040262  4.629134  0.7199999E+00  0.2659559E+00  2.2829022E-03  2.7989793E-05  6.5877273E-04  5.7184752E-03  2.2656204E-06  1.2899526E-05  1.8768898E-03  1.5180833E-04  1.867E-18  0.6577  4.629134   -5.134  0.345774  7.656666  0.4001756E+00  0.5861414E+00  7.9172585E-05  2.1774987E-05  8.1509272E-03  1.1835574E-04  1.9523744E-07  3.3218031E-10  1.8153295E-03  3.1004812E-06  1.615E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.384449  0.0000000E+00  0.0000000000E+00
